show,episode,date,time,link,teaser,moderator,topicsCount,toParse,respondent_first_name,respondent_last_name,respondent_function
Hlavní zprávy - rozhovory a komentáře,Výtržnosti u soudu. Rekordní schodek rozpočtu. Turecko čelí odlivu obyvatel,2023-06-01,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-vytrznosti-u-soudu-rekordni-schodek-rozpoctu-turecko-celi-9005307,Jak chce ministr vnitra zabránit výtržnostem v soudních budovách? Jak by mohlo ministerstvo financí ještě letos ušetřit 20 miliard korun navíc? Proč Turecko trpí odlivem mladých lidí?,"Štechrová,Věra",3,"Hosty Věry Štechrové jsou:Vít Rakušan, ministr vnitra (STAN);Štěpán Křeček, hlavní ekonom BH Securities a poradce premiéra Petra Fialy; Štěpán Macháček, zahraniční zpravodaj ČRo.",Štěpán,Macháček,zahraniční zpravodaj ČRo
Hlavní zprávy - rozhovory a komentáře,Krize v Kroměříži. Pavel ve Vídni. Tělesné tresty v ČR,2023-06-01,12:10,https://plus.rozhlas.cz/poledni-publicistika-krize-v-kromerizi-pavel-ve-vidni-telesne-tresty-v-cr-9004920,"Jak se dá zajistit péče o psychiatrické pacienty v Nemocnici Kroměříž, pokud odchází třetina lékařů? Může prezident Pavel při návštěvě Rakouska ovlivnit postoj tamní vlády k válce na Ukrajině? Jak velkým problémem jsou v Česku tělesné tresty dětí? Poslechněte si polední publicistiku.","Štechrová,Věra",3,"Hosty Věry Štechrové jsou:Simona Papežová, předsedkyně Psychiatrické společnosti České lékařské společnosti J. E. Purkyně;Tereza Chaloupková, novinářka žijící ve Vídni;Klára Šimáčková Laurenčíková, zmocněnkyně pro lidská práva.",Simona,Papežová,předsedkyně Psychiatrické společnosti České lékařské společnosti J E Purkyně
Hlavní zprávy - rozhovory a komentáře,Krize v Kroměříži. Pavel ve Vídni. Tělesné tresty v ČR,2023-06-01,12:10,https://plus.rozhlas.cz/poledni-publicistika-krize-v-kromerizi-pavel-ve-vidni-telesne-tresty-v-cr-9004920,"Jak se dá zajistit péče o psychiatrické pacienty v Nemocnici Kroměříž, pokud odchází třetina lékařů? Může prezident Pavel při návštěvě Rakouska ovlivnit postoj tamní vlády k válce na Ukrajině? Jak velkým problémem jsou v Česku tělesné tresty dětí? Poslechněte si polední publicistiku.","Štechrová,Věra",3,"Hosty Věry Štechrové jsou:Simona Papežová, předsedkyně Psychiatrické společnosti České lékařské společnosti J. E. Purkyně;Tereza Chaloupková, novinářka žijící ve Vídni;Klára Šimáčková Laurenčíková, zmocněnkyně pro lidská práva.",Tereza,Chaloupková,novinářka žijící ve Vídni
Hlavní zprávy - rozhovory a komentáře,Krize v Kroměříži. Pavel ve Vídni. Tělesné tresty v ČR,2023-06-01,12:10,https://plus.rozhlas.cz/poledni-publicistika-krize-v-kromerizi-pavel-ve-vidni-telesne-tresty-v-cr-9004920,"Jak se dá zajistit péče o psychiatrické pacienty v Nemocnici Kroměříž, pokud odchází třetina lékařů? Může prezident Pavel při návštěvě Rakouska ovlivnit postoj tamní vlády k válce na Ukrajině? Jak velkým problémem jsou v Česku tělesné tresty dětí? Poslechněte si polední publicistiku.","Štechrová,Věra",3,"Hosty Věry Štechrové jsou:Simona Papežová, předsedkyně Psychiatrické společnosti České lékařské společnosti J. E. Purkyně;Tereza Chaloupková, novinářka žijící ve Vídni;Klára Šimáčková Laurenčíková, zmocněnkyně pro lidská práva.",Klára,Šimáčková,"Laurenčíková, zmocněnkyně pro lidská práva"
Interview Plus,"Prasečák z romského koncetráku v Letech zmizel, ale k sebereflexi u Čechů nedošlo, upozorňuje komentátor Šídlo",2023-05-15,11:34,https://plus.rozhlas.cz/prasecak-z-romskeho-koncetraku-v-letech-zmizel-ale-k-sebereflexi-u-cechu-nedoslo-8992407,"Petr Pavel se po 28 letech jako teprve druhý český prezident po Václavu Havlovi zúčastnil pietního aktu k připomenutí romského holocaustu na místě koncentračního tábora v Letech u Písku. „Pro mě to má velký symbolický význam: Byl jsem tam v roce 1995, kdy tam poprvé přijel Václav Havel a byl to dost surrealistický zážitek,“ vzpomíná novinář Jindřich Šídlo.","Fenyková,Šárka",1,Jindřich Šídlo k pietě v Letech a osvobození žhářů z Vítkova. Poslechněte si celé Interview Plus Šárky Fenykové,UNKNOWN,Jindřich Šídlo k pietě v Letech a osvobození žhářů z Vítkova. Poslechněte si celé Interview Plus Šárky Fenykové,UNKNOWN
Interview Plus,"Erdogan má na své straně média, Kilicdaroglu náskok v průzkumech. Volby budou těsné, říká zpravodaj",2023-05-12,11:34,https://plus.rozhlas.cz/erdogan-ma-na-sve-strane-media-kilicdaroglu-naskok-v-pruzkumech-volby-budou-8991132,"Už potřetí bude v neděli usilovat Recep Tayyip Erdogan o post prezidenta Turecka. Půjde zřejmě o nejtěžší souboj jeho politické kariéry, šanci ukončit jeho dvacetileté vládnutí má totiž opoziční kandidát Kemal Kilicdaroglu. „Podle posledního průzkumu má Kilicdaroglu náskok, ale vypadá to, že to bude velmi těsné a ani jeden z kandidátů nezvítězí v prvním kole,“ uvádí Václav Černohorský, zpravodaj České televize v Turecku.","Fenyková,Šárka",1,"Poslechněte si celé Interview Plus Šárky Fenykové. Hostem je Václav Černohorský, zpravodaj České televize v Turecku",Černohorský,Václav, zpravodaj České televize v Turecku
Interview Plus,"Nová slovenská vláda může pohřbít šance prezidentky Čaputové na znovuzvolení, míní sociolog Vašečka",2023-05-11,11:34,https://plus.rozhlas.cz/nova-slovenska-vlada-muze-pohrbit-sance-prezidentky-caputove-na-znovuzvoleni-8990322,"Vleklá politická krize na Slovensku vedla prezidentku Zuzanu Čaputovou k rozhodnutí jmenovat úřednickou vládu. Premiérem bude ekonom Ĺudovít Ódor, který slibuje, že zemi dovede k zářijovým předčasným volbám. „Je to uznávaný ekonom, představuje takovou klidnou sílu. Je to poprvé, co bude na postu premiéra člověk maďarské národnosti, v minulosti by to vzbudilo velké emoce, ale dnes ne. To je ta lepší strana mince,“ uvádí sociolog Michal Vašečka.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Michal Vašečka, slovenský sociolog",Vašečka,Michal, slovenský sociolog
Interview Plus,"BIS pod Koudelkovým vedením pracuje dobře. Chybí ale nezávislá kontrola, hodnotí komentátor Fendrych",2023-05-10,11:34,https://plus.rozhlas.cz/bis-pod-koudelkovym-vedenim-pracuje-dobre-chybi-ale-nezavisla-kontrola-hodnoti-8989461,"Ředitel Bezpečnostní informační služby (BIS) Michal Koudelka se od nového prezidenta Petra Pavla dočkal povýšení do generálské hodnosti, které mu odpíral Miloš Zeman. „Nejde o pana Koudelku, i když pro něj to má také své výhody, když je generálem. Zeman tím, že na mezinárodní jednání vysílal v uvozovkách jen plukovníka, tak poškozoval Českou republiku,“ míní komentátor serveru Aktuálně.cz Martin Fendrych.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Martin Fendrych, komentátor serveru Aktuálně.cz",Fendrych,Martin, komentátor serveru Aktuálně.cz
Interview Plus,"Místo zbraňové velmoci Potěmkinova vesnice. Putin ale není ochoten přistoupit ke kompromisům, všímá si Pazderka",2023-05-09,11:34,https://plus.rozhlas.cz/misto-zbranove-velmoci-potemkinova-vesnice-putin-ale-neni-ochoten-pristoupit-ke-8988699,"Zatímco řada ruských měst zrušila letošní oslavy vítězství ve Velké vlastenecké válce, v Moskvě na tradiční vojenské přehlídce prezident Vladimir Putin vyzval k vítězství v nynější válce, kterou ruská vojska loni v únoru na jeho rozkaz rozpoutala vpádem na Ukrajinu. „Je to v zásadě jeden z mála svorníků současné ruské společnosti. Ta přehlídka se prostě nemohla nekonat,“ konstatuje šéfredaktor Českého rozhlasu Plus Josef Pazderka.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Josef Pazderka, šéfredaktor Českého rozhlasu Plus",Pazderka,Josef, šéfredaktor Českého rozhlasu Plus
Interview Plus,"Podkopávání Evropské unie nahrává Rusku, říká nový ministr pro evropské záležitosti Dvořák",2023-05-05,11:34,https://plus.rozhlas.cz/podkopavani-evropske-unie-nahrava-rusku-rika-novy-ministr-pro-evropske-8986770,"Novým ministrem pro evropské záležitosti jmenoval prezident Petr Pavel diplomata a dosavadního náměstka ministra zahraničních věcí Martina Dvořáka (STAN). „Je dobře, že toto ministerstvo máme. Je to silný vzkaz pro veřejnost, že vláda to po všech těch předchozích myslí s Evropskou unií vážně,“ říká v Interview Plus.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Martin Dvořák, nový ministr pro evropské záležitosti z hnutí STAN",Dvořák,Martin, nový ministr pro evropské záležitosti z hnutí STAN
Interview Plus,"Karel III. se jako monarcha nesmí plést do politiky. Svůj vliv ale bude uplatňovat dál, myslí si novinář Kocourek",2023-05-04,11:34,https://plus.rozhlas.cz/karel-iii-se-jako-monarcha-nesmi-plest-do-politiky-svuj-vliv-ale-bude-uplatnovat-8985780,"Spojené království se chystá na okázalou korunovaci krále Karla III. Centrem Londýna projede vyzdobený kočár, ve Westminsterském opatství ožijí prastaré rituály. „Z minulosti jsou na to zvyklí. Pompa a sláva je věc britské tradice,“ zdůrazňuje novinář a dlouholetý redaktor BBC Milan Kocourek. Pro obyvatele Spojeného království to prý zároveň bude vítané vytržení ze všedního života a problémů inflace, stávek a krize zdravotnického systému.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Milan Kocourek, novinář, dlouholetý redaktor BBC",Kocourek,Milan, dlouholetý redaktor BBC
Interview Plus,"Co je znásilnění? Státní zástupci a policisté si zákon vykládají ve prospěch pachatelů, tvrdí novinářka",2023-05-03,11:34,https://plus.rozhlas.cz/co-je-znasilneni-statni-zastupci-a-policiste-si-zakon-vykladaji-ve-prospech-8984703,"Kauza exposlance Dominika Feriho obviněného ze znásilnění znovu otevřela debatu o tom, jak tento trestný čin definovat. Před soud se totiž nedostaly všechny popsané případy: „Podle právní definice se o znásilnění jedná, pokud někdo násilím či pod hrozbou násilí donutí někoho k pohlavnímu styku, případně využije jeho bezbrannosti. Advokáti argumentují, že státní zástupci a policisté je vykládají velmi úzce a ve prospěch pachatele,“ upozorňuje novinářka Andrea Procházková.","Fenyková,Šárka",1,"Poslechněte si celé Interview Plus Šárky Fenykové. Hostem je Andrea Procházková, novinářka a ústavní právnička",Procházková,Andrea, novinářka a ústavní právnička
Interview Plus,"Nervozita před ukrajinskou ofenzivou je veliká. Rusové se učí z chyb, varuje Dorazín",2023-05-02,11:34,https://plus.rozhlas.cz/nervozita-pred-ukrajinskou-ofenzivou-je-velika-rusove-se-uci-z-chyb-varuje-8983857,"Evropská unie by podle prezidenta Petra Pavla měla zahájit přístupové rozhovory s Ukrajinou ještě v letošním roce. „Návštěva měla zcela mimořádný ohlas, srovnatelný možná s návštěvou prezidenta Spojených států nebo šéfa NATO. Tím spíše, že se nezastavil jen v Kyjevě,“ uvádí zpravodaj Českého rozhlasu na Ukrajině Martin Dorazín.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Martin Dorazín, zpravodaj Českého rozhlasu na Ukrajině",Dorazín,Martin, zpravodaj Českého rozhlasu na Ukrajině
Interview Plus,Michálek: Rozpočtová situace je neudržitelná. Dotace budeme muset škrtat ve všech oblastech,2023-04-28,11:34,https://plus.rozhlas.cz/michalek-rozpoctova-situace-je-neudrzitelna-dotace-budeme-muset-skrtat-ve-vsech-8982162,"Vláda Petra Fialy (ODS) stále nemá jasno v tom, jak zlepšit stav veřejných financí. Jednání koaličních politiků o konsolidačním balíčku má pokračovat příští týden, ministr financí Zbyněk Stanjura (ODS) chce snížit deficit rozpočtu o 70 miliard korun. „Deficit mezi 300 až 400 miliardami korun, to je 80 tisíc na jednoho pracujícího občana. Situace je naprosto neudržitelná, dřív nebo později tak nastoupíme na cestu Řecka,“ varuje předseda pirátských poslanců Jakub Michálek.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Jakub Michálek, předseda poslaneckého klubu Pirátské strany",Michálek,Jakub, předseda poslaneckého klubu Pirátské strany
Hlavní zprávy - rozhovory a komentáře,Ústavní soudci. Incidenty u soudu. Vedení Hospodářské komory. Kvalita porodnic,2023-05-31,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-ustavni-soudci-incidenty-u-soudu-vedeni-hospodarske-9004332,"Senát velkou většinou schválil všechny tři kandidáty na ústavní soudce. Proč tomu předcházelo tolik diskusí? Postupovala justiční stráž správně při včerejším incidentu na pražském městském soudu, kde dav vylomil dveře do jednací síně? A co zjistíme o kvalitě porodnic z Národního registru reprodukčního zdraví? Poslechněte si celou Odpolední publicistiku.","Štechrová,Věra",4,"Hosty Věry Štechrové byli:Václav Láska, senátor z hnutí SEN 21;Simon Michailidis, generální ředitel vězeňské služby;Jana Klímová, hlavní ekonomická analytička ČRo;Vladimír Dvořák, předseda České gynekologicko-porodnické společnosti.",Václav,Láska,senátor z hnutí SEN 21
Hlavní zprávy - rozhovory a komentáře,Ústavní soudci. Incidenty u soudu. Vedení Hospodářské komory. Kvalita porodnic,2023-05-31,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-ustavni-soudci-incidenty-u-soudu-vedeni-hospodarske-9004332,"Senát velkou většinou schválil všechny tři kandidáty na ústavní soudce. Proč tomu předcházelo tolik diskusí? Postupovala justiční stráž správně při včerejším incidentu na pražském městském soudu, kde dav vylomil dveře do jednací síně? A co zjistíme o kvalitě porodnic z Národního registru reprodukčního zdraví? Poslechněte si celou Odpolední publicistiku.","Štechrová,Věra",4,"Hosty Věry Štechrové byli:Václav Láska, senátor z hnutí SEN 21;Simon Michailidis, generální ředitel vězeňské služby;Jana Klímová, hlavní ekonomická analytička ČRo;Vladimír Dvořák, předseda České gynekologicko-porodnické společnosti.",Simon,Michailidis,generální ředitel vězeňské služby
Hlavní zprávy - rozhovory a komentáře,Ústavní soudci. Incidenty u soudu. Vedení Hospodářské komory. Kvalita porodnic,2023-05-31,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-ustavni-soudci-incidenty-u-soudu-vedeni-hospodarske-9004332,"Senát velkou většinou schválil všechny tři kandidáty na ústavní soudce. Proč tomu předcházelo tolik diskusí? Postupovala justiční stráž správně při včerejším incidentu na pražském městském soudu, kde dav vylomil dveře do jednací síně? A co zjistíme o kvalitě porodnic z Národního registru reprodukčního zdraví? Poslechněte si celou Odpolední publicistiku.","Štechrová,Věra",4,"Hosty Věry Štechrové byli:Václav Láska, senátor z hnutí SEN 21;Simon Michailidis, generální ředitel vězeňské služby;Jana Klímová, hlavní ekonomická analytička ČRo;Vladimír Dvořák, předseda České gynekologicko-porodnické společnosti.",Jana,Klímová,hlavní ekonomická analytička ČRo
Hlavní zprávy - rozhovory a komentáře,Ústavní soudci. Incidenty u soudu. Vedení Hospodářské komory. Kvalita porodnic,2023-05-31,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-ustavni-soudci-incidenty-u-soudu-vedeni-hospodarske-9004332,"Senát velkou většinou schválil všechny tři kandidáty na ústavní soudce. Proč tomu předcházelo tolik diskusí? Postupovala justiční stráž správně při včerejším incidentu na pražském městském soudu, kde dav vylomil dveře do jednací síně? A co zjistíme o kvalitě porodnic z Národního registru reprodukčního zdraví? Poslechněte si celou Odpolední publicistiku.","Štechrová,Věra",4,"Hosty Věry Štechrové byli:Václav Láska, senátor z hnutí SEN 21;Simon Michailidis, generální ředitel vězeňské služby;Jana Klímová, hlavní ekonomická analytička ČRo;Vladimír Dvořák, předseda České gynekologicko-porodnické společnosti.",Vladimír,Dvořák,předseda České gynekologicko-porodnické společnosti
Hlavní zprávy - rozhovory a komentáře,Ústavní soudci. Incidenty u soudu. Černochová a generální štáb,2023-05-31,12:10,https://plus.rozhlas.cz/poledni-publicistika-ustavni-soudci-incidenty-u-soudu-cernochova-a-generalni-9003981,"Jak se senátoři postaví ke schvalování kandidátů na ústavní soudce? Jak organizovaný je dav, který včera vylomil dveře soudní síně a odvolává se na československé občanství?  Jak obstojí argumenty, kterými ministryně obrany Černochová vysvětluje zasahování do agendy náčelníka generálního štábu Řehky?","Štechrová,Věra",3,"Hosté polední publicistiky:Petr Hartman, komentátor Českého rozhlasuMiroslav Mareš, odborník na problematiku extremismu,Jaroslav Spurný, redaktor Respektu",Petr,Hartman,komentátor Českého rozhlasu
Hlavní zprávy - rozhovory a komentáře,Ústavní soudci. Incidenty u soudu. Černochová a generální štáb,2023-05-31,12:10,https://plus.rozhlas.cz/poledni-publicistika-ustavni-soudci-incidenty-u-soudu-cernochova-a-generalni-9003981,"Jak se senátoři postaví ke schvalování kandidátů na ústavní soudce? Jak organizovaný je dav, který včera vylomil dveře soudní síně a odvolává se na československé občanství?  Jak obstojí argumenty, kterými ministryně obrany Černochová vysvětluje zasahování do agendy náčelníka generálního štábu Řehky?","Štechrová,Věra",3,"Hosté polední publicistiky:Petr Hartman, komentátor Českého rozhlasuMiroslav Mareš, odborník na problematiku extremismu,Jaroslav Spurný, redaktor Respektu",Miroslav,Mareš,"odborník na problematiku extremismu,"
Hlavní zprávy - rozhovory a komentáře,Ústavní soudci. Incidenty u soudu. Černochová a generální štáb,2023-05-31,12:10,https://plus.rozhlas.cz/poledni-publicistika-ustavni-soudci-incidenty-u-soudu-cernochova-a-generalni-9003981,"Jak se senátoři postaví ke schvalování kandidátů na ústavní soudce? Jak organizovaný je dav, který včera vylomil dveře soudní síně a odvolává se na československé občanství?  Jak obstojí argumenty, kterými ministryně obrany Černochová vysvětluje zasahování do agendy náčelníka generálního štábu Řehky?","Štechrová,Věra",3,"Hosté polední publicistiky:Petr Hartman, komentátor Českého rozhlasuMiroslav Mareš, odborník na problematiku extremismu,Jaroslav Spurný, redaktor Respektu",Jaroslav,Spurný,redaktor Respektu
Hlavní zprávy - rozhovory a komentáře,Odbory proti úspornému balíčku. Útoky dronů v Moskvě. Střety v Kosovu,2023-05-30,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-odbory-proti-uspornemu-balicku-utoky-dronu-v-moskve-9003474,"Jakou taktiku volí odbory ve snaze přimět vládu, aby zmírnila dopady úsporného balíčku na zaměstnance? Odkud mohly být vyslány bezpilotní letouny, proti nimž dnes zasahovala ruská protivzdušná obrana v moskevské oblasti? A podaří se utlumit nejnovější vážný konflikt na severu Kosova, kde byly při pondělních nepokojích zraněny desítky příslušníků mezinárodních sil KFOR? Poslechněte si odpolední publicistiku s Vladimírem Krocem.","Kroc,Vladimír",3,"Hosty Vladimíra Kroce byli:Josef Středula, předseda odborové konfederace;Zdeněk Petráš, plukovník generálního štábu v záloze z brněnské Univerzity obrany;Petr Čermák, analytik Asociace pro mezinárodní otázky.",Josef,Středula,předseda odborové konfederace
Hlavní zprávy - rozhovory a komentáře,Odbory proti úspornému balíčku. Útoky dronů v Moskvě. Střety v Kosovu,2023-05-30,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-odbory-proti-uspornemu-balicku-utoky-dronu-v-moskve-9003474,"Jakou taktiku volí odbory ve snaze přimět vládu, aby zmírnila dopady úsporného balíčku na zaměstnance? Odkud mohly být vyslány bezpilotní letouny, proti nimž dnes zasahovala ruská protivzdušná obrana v moskevské oblasti? A podaří se utlumit nejnovější vážný konflikt na severu Kosova, kde byly při pondělních nepokojích zraněny desítky příslušníků mezinárodních sil KFOR? Poslechněte si odpolední publicistiku s Vladimírem Krocem.","Kroc,Vladimír",3,"Hosty Vladimíra Kroce byli:Josef Středula, předseda odborové konfederace;Zdeněk Petráš, plukovník generálního štábu v záloze z brněnské Univerzity obrany;Petr Čermák, analytik Asociace pro mezinárodní otázky.",Zdeněk,Petráš,plukovník generálního štábu v záloze z brněnské Univerzity obrany
Hlavní zprávy - rozhovory a komentáře,Odbory proti úspornému balíčku. Útoky dronů v Moskvě. Střety v Kosovu,2023-05-30,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-odbory-proti-uspornemu-balicku-utoky-dronu-v-moskve-9003474,"Jakou taktiku volí odbory ve snaze přimět vládu, aby zmírnila dopady úsporného balíčku na zaměstnance? Odkud mohly být vyslány bezpilotní letouny, proti nimž dnes zasahovala ruská protivzdušná obrana v moskevské oblasti? A podaří se utlumit nejnovější vážný konflikt na severu Kosova, kde byly při pondělních nepokojích zraněny desítky příslušníků mezinárodních sil KFOR? Poslechněte si odpolední publicistiku s Vladimírem Krocem.","Kroc,Vladimír",3,"Hosty Vladimíra Kroce byli:Josef Středula, předseda odborové konfederace;Zdeněk Petráš, plukovník generálního štábu v záloze z brněnské Univerzity obrany;Petr Čermák, analytik Asociace pro mezinárodní otázky.",Petr,Čermák,analytik Asociace pro mezinárodní otázky
Hlavní zprávy - rozhovory a komentáře,Drony nad Moskvou. Protesty proti úspornému balíčku. Češi přestávají kouřit,2023-05-30,12:10,https://plus.rozhlas.cz/poledni-publicistika-drony-nad-moskvou-protesty-proti-uspornemu-balicku-cesi-9003162,"Jaké dozvuky má v Moskvě dnešní incident, který tamní úřady označují za nálet bezpilotních letounů na ruskou metropoli? K jakým dalším krokům přistoupí Českomoravská odborová konfederace v rámci protestů proti vládnímu úspornému balíčku?Jaké faktory přispívají k tomu, že stále více Čechů a Češek končí s kouřením, a jaká jiná data vyplývají z výroční studie Státního zdravotního ústavu ke spotřebě tabáku a alkoholu ve zdejší populaci?","Kroc,Vladimír",3,"Hosty Vladimíra Kroce jsou:Jiří Just, publicista v Moskvě;Renáta Burianová, prezidentka Unie zaměstnanců obchodu, logistiky a služeb;Marie Nejedlá, vedoucí Centra podpory veřejného zdraví SZÚ.",Jiří,Just,publicista v Moskvě
Hlavní zprávy - rozhovory a komentáře,Drony nad Moskvou. Protesty proti úspornému balíčku. Češi přestávají kouřit,2023-05-30,12:10,https://plus.rozhlas.cz/poledni-publicistika-drony-nad-moskvou-protesty-proti-uspornemu-balicku-cesi-9003162,"Jaké dozvuky má v Moskvě dnešní incident, který tamní úřady označují za nálet bezpilotních letounů na ruskou metropoli? K jakým dalším krokům přistoupí Českomoravská odborová konfederace v rámci protestů proti vládnímu úspornému balíčku?Jaké faktory přispívají k tomu, že stále více Čechů a Češek končí s kouřením, a jaká jiná data vyplývají z výroční studie Státního zdravotního ústavu ke spotřebě tabáku a alkoholu ve zdejší populaci?","Kroc,Vladimír",3,"Hosty Vladimíra Kroce jsou:Jiří Just, publicista v Moskvě;Renáta Burianová, prezidentka Unie zaměstnanců obchodu, logistiky a služeb;Marie Nejedlá, vedoucí Centra podpory veřejného zdraví SZÚ.",Renáta,Burianová,"prezidentka Unie zaměstnanců obchodu, logistiky a služeb"
Hlavní zprávy - rozhovory a komentáře,Drony nad Moskvou. Protesty proti úspornému balíčku. Češi přestávají kouřit,2023-05-30,12:10,https://plus.rozhlas.cz/poledni-publicistika-drony-nad-moskvou-protesty-proti-uspornemu-balicku-cesi-9003162,"Jaké dozvuky má v Moskvě dnešní incident, který tamní úřady označují za nálet bezpilotních letounů na ruskou metropoli? K jakým dalším krokům přistoupí Českomoravská odborová konfederace v rámci protestů proti vládnímu úspornému balíčku?Jaké faktory přispívají k tomu, že stále více Čechů a Češek končí s kouřením, a jaká jiná data vyplývají z výroční studie Státního zdravotního ústavu ke spotřebě tabáku a alkoholu ve zdejší populaci?","Kroc,Vladimír",3,"Hosty Vladimíra Kroce jsou:Jiří Just, publicista v Moskvě;Renáta Burianová, prezidentka Unie zaměstnanců obchodu, logistiky a služeb;Marie Nejedlá, vedoucí Centra podpory veřejného zdraví SZÚ.",Marie,Nejedlá,vedoucí Centra podpory veřejného zdraví SZÚ
Hlavní zprávy - rozhovory a komentáře,Připomínky k úspornému balíčku. Ruská tajná služba v Česku. Laureát Ceny Olgy Havlové,2023-05-29,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-pripominky-k-uspornemu-balicku-ruska-tajna-sluzba-v-cesku-9002709,"Jaké úpravy vládního úsporného balíčku žádají v rámci připomínkového řízení zástupci měst a obcí? Pokusí se ruské zpravodajské služby narušit schvalování nově uzavřené česko-americké obranné smlouvy? A jak se laureát letošní Ceny Olgy Havlové snaží upravovat bytové prostory, aby byly co nejvhodnější pro osoby se zdravotním postižením? Poslechněte si odpolední publicistiku s Tomášem Pancířem.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Radka Vladyková, výkonná ředitelka Svazu měst a obcí, bývalá starostka Jesenice u Prahy za hnutí ANO;Zdeněk Kříž, vedoucí katedry mezinárodních vztahů a evropských studií Fakulty sociálních studií Masarykovy univerzity v Brně;Filip Pšenčík, laureát ceny Olgy Havlové a architekt pracující jako asistent soběstačnosti v brněnské lize vozíčkářů.",Radka,Vladyková,"výkonná ředitelka Svazu měst a obcí, bývalá starostka Jesenice u Prahy za hnutí ANO"
Hlavní zprávy - rozhovory a komentáře,Připomínky k úspornému balíčku. Ruská tajná služba v Česku. Laureát Ceny Olgy Havlové,2023-05-29,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-pripominky-k-uspornemu-balicku-ruska-tajna-sluzba-v-cesku-9002709,"Jaké úpravy vládního úsporného balíčku žádají v rámci připomínkového řízení zástupci měst a obcí? Pokusí se ruské zpravodajské služby narušit schvalování nově uzavřené česko-americké obranné smlouvy? A jak se laureát letošní Ceny Olgy Havlové snaží upravovat bytové prostory, aby byly co nejvhodnější pro osoby se zdravotním postižením? Poslechněte si odpolední publicistiku s Tomášem Pancířem.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Radka Vladyková, výkonná ředitelka Svazu měst a obcí, bývalá starostka Jesenice u Prahy za hnutí ANO;Zdeněk Kříž, vedoucí katedry mezinárodních vztahů a evropských studií Fakulty sociálních studií Masarykovy univerzity v Brně;Filip Pšenčík, laureát ceny Olgy Havlové a architekt pracující jako asistent soběstačnosti v brněnské lize vozíčkářů.",Zdeněk,Kříž,vedoucí katedry mezinárodních vztahů a evropských studií Fakulty sociálních studií Masarykovy univerzity v Brně
Hlavní zprávy - rozhovory a komentáře,Připomínky k úspornému balíčku. Ruská tajná služba v Česku. Laureát Ceny Olgy Havlové,2023-05-29,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-pripominky-k-uspornemu-balicku-ruska-tajna-sluzba-v-cesku-9002709,"Jaké úpravy vládního úsporného balíčku žádají v rámci připomínkového řízení zástupci měst a obcí? Pokusí se ruské zpravodajské služby narušit schvalování nově uzavřené česko-americké obranné smlouvy? A jak se laureát letošní Ceny Olgy Havlové snaží upravovat bytové prostory, aby byly co nejvhodnější pro osoby se zdravotním postižením? Poslechněte si odpolední publicistiku s Tomášem Pancířem.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Radka Vladyková, výkonná ředitelka Svazu měst a obcí, bývalá starostka Jesenice u Prahy za hnutí ANO;Zdeněk Kříž, vedoucí katedry mezinárodních vztahů a evropských studií Fakulty sociálních studií Masarykovy univerzity v Brně;Filip Pšenčík, laureát ceny Olgy Havlové a architekt pracující jako asistent soběstačnosti v brněnské lize vozíčkářů.",Filip,Pšenčík,laureát ceny Olgy Havlové a architekt pracující jako asistent soběstačnosti v brněnské lize vozíčkářů
